"Date","Time","Bin","Lat","Long","Observer","object","size"
2011-02-17,18991230,"C",41.224659,-71.697919,"KW",5059,1
2011-02-23,18991230,"B",41.224743,-71.780611,"KW",5060,3
2011-01-28,18991230,"C",41.224808,-71.65618,"KW",5066,1
2011-12-13,18991230,"B",41.225003,-71.697176,"KW",5070,1
2011-03-15,18991230,"A",41.225027,-71.077668,"KW",5071,1
2011-02-23,18991230,"A",41.225447,-71.532835,"KW",5077,1
2011-02-23,18991230,"B",41.225447,-71.532835,"KW",5079,1
2011-02-23,18991230,"B",41.225988,-70.908943,"KW",5089,1
2011-01-28,18991230,"A",41.226143,-71.538618,"KW",5091,2
2011-02-23,18991230,"A",41.226447,-71.657752,"JV",5095,1
2011-02-23,18991230,"A",41.227146,-71.408346,"KW",5117,2
2011-03-04,18991230,"A",41.227616,-71.610074,"KW",5137,1
2011-02-23,18991230,"B",41.228142,-70.90897,"KW",5157,1
2011-04-07,18991230,"B",41.228645,-71.656919,"KW",5167,1
2011-02-23,18991230,"A",41.228975,-71.78083,"KW",5170,1
2011-01-28,18991230,"B",41.229219,-71.407531,"KW",5173,1
2011-04-19,18991230,"A",41.22931,-71.365906,"KW",5179,1
2011-01-28,18991230,"B",41.229472,-71.538909,"KW",5181,1
2011-04-07,18991230,"A",41.229873,-71.40762,"KW",5192,1
2011-03-15,18991230,"A",41.230339,-71.325772,"KW",5202,1
2011-12-13,18991230,"A",41.231351,-71.697562,"Ellen",5221,1
2011-12-13,18991230,"A",41.231351,-71.697562,"Ellen",5223,2
2011-12-13,18991230,"B",41.231351,-71.697562,"Ellen",5224,1
2011-02-07,18991230,"A",41.231906,-70.990204,"KW",5231,1
2011-05-02,18991230,"B",41.231908,-71.080298,"JV",5232,1
2011-03-15,18991230,"A",41.232647,-71.078054,"KW",5246,1
2011-02-23,18991230,"B",41.233056,-71.533426,"JV",5264,1
2011-01-28,18991230,"A",41.233142,-71.158184,"KW",5267,1
2011-02-23,18991230,"B",41.233342,-71.409097,"JV",5271,1
2011-12-09,18991230,"B",41.23437,-71.614645,"Ellen",5292,1
2011-02-23,18991230,"A",41.234384,-71.409213,"KW",5293,1
2011-05-02,18991230,"A",41.235266,-71.199824,"JV",5302,1
2011-02-23,18991230,"A",41.23527,-71.781108,"JV",5303,2
2011-05-02,18991230,"A",41.236112,-71.826068,"JV",5323,3
2011-04-07,18991230,"A",41.236387,-71.658431,"KW",5325,1
2011-04-19,18991230,"A",41.237457,-71.738939,"KW",5353,1
2011-05-13,18991230,"A",41.237598,-71.032359,"JV",5357,2
2011-02-23,18991230,"A",41.237858,-70.909594,"KW",5361,2
2011-05-02,18991230,"B",41.238368,-70.949297,"KW",5370,1
2011-05-02,18991230,"B",41.240652,-70.949251,"JV",5415,1
2011-05-13,18991230,"B",41.240674,-70.915216,"JV",5417,1
2011-03-04,18991230,"A",41.241258,-71.369813,"KW",5427,1
2011-12-09,18991230,"A",41.241951,-71.740913,"Ellen",5436,1
2011-01-28,18991230,"A",41.242428,-71.409166,"JV",5451,1
2011-03-04,18991230,"A",41.242803,-71.122609,"KW",5458,1
2011-12-13,18991230,"A",41.243424,-71.326552,"KW",5471,1
2011-04-19,18991230,"A",41.243455,-71.127486,"KW",5473,1
2011-03-04,18991230,"A",41.24352,-71.73418,"KW",5474,1
2011-03-15,18991230,"B",41.243697,-71.327096,"KW",5477,1
2011-03-15,18991230,"B",41.243733,-70.950344,"KW",5479,1
2011-02-23,18991230,"A",41.243754,-71.781806,"KW",5480,1
2011-02-23,18991230,"B",41.244362,-70.9105,"KW",5487,2
2011-05-02,18991230,"A",41.245019,-71.694116,"JV",5495,1
2011-03-15,18991230,"A",41.245212,-71.696839,"KW",5499,1
2011-12-13,18991230,"B",41.245897,-71.698788,"KW",5517,1
2011-03-15,18991230,"A",41.246079,-71.825077,"JV",5525,1
2011-05-02,18991230,"A",41.246397,-70.949216,"KW",5533,1
2011-12-04,18991230,"A",41.246784,-71.16025,"Ellen",5536,1
2011-02-23,18991230,"A",41.246863,-71.782074,"KW",5539,2
2011-01-28,18991230,"A",41.247055,-71.656615,"KW",5544,1
2011-05-13,18991230,"A",41.247588,-70.916005,"JV",5561,1
2011-04-19,18991230,"A",41.247779,-71.489446,"JV",5564,1
2011-03-04,18991230,"A",41.248008,-71.369825,"KW",5572,1
2011-04-19,18991230,"B",41.248216,-71.127691,"JV",5577,1
2011-03-15,18991230,"A",41.248539,-70.950876,"KW",5585,1
2011-02-23,18991230,"A",41.248913,-71.782241,"KW",5598,1
2011-01-28,18991230,"A",41.248986,-71.541024,"KW",5600,1
2011-03-15,18991230,"B",41.24909,-71.452702,"JV",5603,1
2011-05-02,18991230,"A",41.249309,-71.827606,"KW",5609,1
2011-02-17,18991230,"B",41.249351,-71.452274,"KW",5610,1
2011-01-28,18991230,"B",41.249442,-71.287634,"KW",5611,1
2011-11-26,18991230,"A",41.249608,-71.821428,"KW",5614,1
2011-02-17,18991230,"A",41.250326,-71.325484,"KW",5632,1
2011-03-15,18991230,"A",41.250468,-70.951105,"JV",5634,2
2011-04-19,18991230,"A",41.252363,-71.739269,"KW",5674,1
2011-05-13,18991230,"A",41.252435,-71.03341,"JV",5677,1
2011-05-02,18991230,"A",41.252863,-71.20089,"JV",5685,1
2011-04-07,18991230,"B",41.25292,-71.779879,"KW",5687,1
2011-03-04,18991230,"B",41.253222,-71.243317,"KW",5697,1
2011-01-28,18991230,"A",41.253673,-71.657363,"JV",5700,6
2011-05-13,18991230,"A",41.253687,-71.284509,"JV",5704,1
2011-02-17,18991230,"A",41.2541,-71.203572,"JV",5707,1
2011-02-23,18991230,"A",41.254128,-71.782701,"JV",5708,3
2011-01-28,18991230,"A",41.254147,-70.918035,"JV",5709,1
2011-02-17,18991230,"B",41.2552,-71.452483,"KW",5729,1
2011-03-04,18991230,"B",41.255718,-71.370394,"KW",5734,2
2011-12-04,18991230,"A",41.255786,-71.783401,"Ellen",5736,30
2011-12-13,18991230,"A",41.256076,-71.699443,"KW",5744,1
2011-12-04,18991230,"C",41.256301,-71.536853,"KW",5748,1
2011-04-19,18991230,"A",41.257286,-71.368889,"KW",5762,1
2011-03-15,18991230,"B",41.258043,-71.697664,"KW",5779,1
2011-03-15,18991230,"A",41.258304,-70.951805,"KW",5782,1
2011-03-15,18991230,"B",41.258304,-70.951805,"KW",5783,1
2011-02-07,18991230,"B",41.258481,-71.740357,"KW",5787,1
2011-03-04,18991230,"B",41.258824,-71.124971,"KW",5789,1
2011-02-23,18991230,"B",41.258995,-71.657813,"KW",5797,1
2011-05-02,18991230,"A",41.259176,-71.695157,"JV",5800,1
2011-02-17,18991230,"B",41.259893,-71.823625,"KW",5811,1
2011-02-17,18991230,"B",41.26103,-71.82369,"JV",5833,1
2011-12-04,18991230,"A",41.262599,-71.659096,"Ellen",5862,2
2011-02-17,18991230,"B",41.262883,-71.452863,"KW",5871,1
2011-03-04,18991230,"B",41.263445,-71.371363,"KW",5884,1
2011-02-23,18991230,"A",41.26354,-71.536332,"JV",5888,1
2011-02-17,18991230,"B",41.26428,-71.70284,"KW",5906,1
2011-12-04,18991230,"A",41.265432,-71.659455,"Ellen",5934,1
2011-04-19,18991230,"A",41.265853,-71.244917,"KW",5945,1
2011-04-19,18991230,"B",41.266126,-71.370837,"KW",5954,1
2011-03-15,18991230,"A",41.267196,-71.20483,"KW",5979,1
2011-02-23,18991230,"B",41.267932,-71.536393,"JV",5988,1
2011-03-15,18991230,"A",41.26802,-71.453036,"JV",5992,1
2011-02-17,18991230,"A",41.268498,-71.703181,"JV",6001,1
2011-04-19,18991230,"C",41.268681,-71.739891,"JV",6005,1
2011-01-28,18991230,"B",41.270166,-70.921172,"JV",6032,1
2011-03-04,18991230,"A",41.270364,-71.494993,"KW",6038,1
2011-05-02,18991230,"B",41.271493,-71.082865,"JV",6073,1
2011-02-17,18991230,"A",41.271677,-71.703474,"JV",6078,1
2011-03-04,18991230,"B",41.27173,-71.245889,"KW",6081,1
2011-02-23,18991230,"A",41.272052,-71.659695,"KW",6089,1
2011-04-19,18991230,"A",41.27341,-71.127535,"JV",6123,1
2011-05-02,18991230,"A",41.273496,-71.830953,"JV",6127,1
2011-04-19,18991230,"B",41.274389,-71.623378,"JV",6139,2
2011-05-02,18991230,"A",41.27489,-70.950867,"JV",6156,4
2011-05-02,18991230,"B",41.275438,-71.450966,"JV",6169,1
2011-02-23,18991230,"A",41.275661,-71.410948,"JV",6172,3
2011-04-19,18991230,"A",41.275859,-71.740091,"JV",6177,1
2011-02-17,18991230,"A",41.276303,-71.576613,"KW",6181,1
2011-03-04,18991230,"A",41.276917,-71.618518,"KW",6193,1
2011-02-23,18991230,"B",41.277841,-70.913222,"JV",6208,1
2011-04-19,18991230,"A",41.278038,-71.127126,"KW",6212,1
2011-04-19,18991230,"B",41.278581,-71.623719,"KW",6228,1
2011-02-07,18991230,"A",41.278596,-71.371709,"KW",6230,1
2011-02-07,18991230,"A",41.278801,-71.743796,"KW",6231,1
2011-03-15,18991230,"B",41.279105,-71.827638,"JV",6234,1
2011-05-02,18991230,"B",41.279683,-71.33217,"JV",6239,1
2011-02-17,18991230,"B",41.281065,-71.45458,"KW",6261,1
2011-02-23,18991230,"B",41.281086,-70.913455,"KW",6262,1
2011-02-23,18991230,"C",41.281086,-70.913455,"KW",6263,1
2011-03-04,18991230,"B",41.281253,-71.744627,"JV",6266,1
2011-02-23,18991230,"A",41.281647,-71.786209,"JV",6277,2
2011-01-28,18991230,"A",41.281683,-71.659438,"KW",6278,1
2011-03-15,18991230,"B",41.282125,-71.454775,"JV",6294,1
2011-12-13,18991230,"A",41.282775,-71.70114,"KW",6297,1
2011-05-13,18991230,"B",41.28279,-71.660633,"KW",6299,2
2011-03-15,18991230,"A",41.283498,-71.3293,"JV",6318,1
2011-04-19,18991230,"B",41.283653,-71.127021,"JV",6322,1
2011-05-13,18991230,"B",41.283719,-71.168409,"JV",6323,1
2011-05-02,18991230,"B",41.283885,-70.951384,"KW",6326,2
2011-04-07,18991230,"A",41.283938,-71.786049,"KW",6327,1
2011-02-07,18991230,"A",41.284413,-71.745248,"KW",6336,2
2011-02-07,18991230,"A",41.284433,-71.123601,"KW",6339,1
2011-01-28,18991230,"A",41.284737,-71.411831,"KW",6346,1
2011-03-15,18991230,"A",41.284867,-71.70214,"KW",6351,1
2011-02-07,18991230,"C",41.28487,-70.995952,"KW",6352,1
2011-05-13,18991230,"B",41.285559,-71.771231,"JV",6364,1
2011-04-19,18991230,"A",41.285869,-71.495991,"KW",6373,1
2011-01-28,18991230,"A",41.285988,-71.78757,"KW",6377,2
2011-02-23,18991230,"A",41.286091,-71.662603,"KW",6379,1
2011-05-02,18991230,"A",41.286146,-70.951495,"JV",6381,1
2011-05-02,18991230,"B",41.286146,-70.951495,"JV",6382,1
2011-05-02,18991230,"A",41.286153,-71.695789,"JV",6383,2
2011-05-02,18991230,"A",41.286811,-71.832405,"KW",6398,1
2011-10-11,18991230,"A",41.286919,-71.827014,"KW",6401,1
2011-12-04,18991230,"A",41.287192,-71.661211,"Ellen",6410,1
2011-02-17,18991230,"A",41.287208,-71.578357,"KW",6411,1
2011-02-23,18991230,"A",41.287549,-71.537861,"JV",6418,1
2011-02-17,18991230,"A",41.287565,-71.705131,"KW",6420,1
2011-12-09,18991230,"B",41.287591,-71.744267,"Ellen",6421,1
2011-05-02,18991230,"A",41.288014,-71.203418,"JV",6427,1
2011-01-28,18991230,"A",41.288198,-71.787756,"JV",6430,2
2011-01-28,18991230,"A",41.290352,-71.411816,"JV",6496,1
2011-01-28,18991230,"A",41.290403,-71.787977,"JV",6499,2
2011-04-19,18991230,"A",41.290631,-71.496797,"KW",6504,1
2011-05-02,18991230,"A",41.291194,-71.832685,"JV",6517,3
2011-04-07,18991230,"A",41.291947,-71.789161,"KW",6545,1
2011-03-15,18991230,"A",41.292041,-71.580571,"KW",6546,1
2011-02-07,18991230,"A",41.292238,-71.747188,"KW",6562,2
2011-02-07,18991230,"B",41.292238,-71.747188,"KW",6563,2
2011-05-02,18991230,"A",41.292288,-71.832763,"KW",6564,1
2011-02-23,18991230,"A",41.292952,-70.914519,"KW",6578,1
2011-02-17,18991230,"A",41.292981,-71.705402,"KW",6579,1
2011-01-28,18991230,"A",41.293088,-71.66106,"KW",6583,2
2011-02-07,18991230,"A",41.29318,-70.997687,"KW",6585,1
2011-03-04,18991230,"A",41.293191,-71.496386,"KW",6588,1
2011-03-15,18991230,"B",41.293291,-71.08334,"KW",6591,1
2011-03-04,18991230,"B",41.293558,-71.747853,"JV",6596,1
2011-01-28,18991230,"B",41.293674,-71.78838,"KW",6601,1
2011-04-07,18991230,"B",41.294075,-71.28913,"JV",6610,1
2011-05-13,18991230,"B",41.294654,-71.41635,"JV",6627,1
2011-12-13,18991230,"A",41.294905,-71.580015,"KW",6637,1
2011-03-15,18991230,"B",41.295063,-70.953946,"JV",6640,1
2011-02-23,18991230,"A",41.295081,-71.042571,"JV",6641,1
2011-02-23,18991230,"A",41.295265,-71.412092,"JV",6644,1
2011-03-04,18991230,"A",41.295275,-71.128539,"JV",6645,1
2011-02-23,18991230,"B",41.29535,-71.787454,"JV",6647,1
2011-03-04,18991230,"B",41.295415,-71.868652,"JV",6648,1
2011-12-13,18991230,"A",41.295426,-71.701593,"KW",6649,1
2011-01-28,18991230,"A",41.295587,-70.923666,"KW",6650,1
2011-03-15,18991230,"B",41.295748,-71.330192,"KW",6653,1
2011-02-23,18991230,"B",41.29589,-71.663004,"JV",6656,3
2011-05-02,18991230,"A",41.296573,-71.085832,"KW",6668,1
2011-04-19,18991230,"B",41.296646,-71.128422,"KW",6669,1
2011-12-04,18991230,"B",41.296745,-71.78732,"KW",6672,2
2011-02-07,18991230,"A",41.296848,-71.748204,"KW",6673,1
2011-05-13,18991230,"A",41.296888,-71.035946,"JV",6674,1
2011-11-06,18991230,"A",41.296971,-71.869618,"JV",6676,1
2011-04-19,18991230,"A",41.296973,-71.247856,"KW",6677,2
2011-02-23,18991230,"A",41.296979,-71.662962,"KW",6679,2
2011-02-23,18991230,"A",41.297208,-71.539437,"JV",6686,1
2011-03-04,18991230,"A",41.297552,-71.622082,"KW",6697,1
2011-01-28,18991230,"A",41.297993,-71.788834,"JV",6702,1
2011-01-28,18991230,"B",41.297993,-71.788834,"KW",6703,1
2011-03-15,18991230,"A",41.29809,-71.457163,"KW",6707,1
2011-02-07,18991230,"A",41.298319,-71.496467,"KW",6714,2
2011-12-13,18991230,"B",41.298622,-71.082357,"KW",6718,1
2011-01-28,18991230,"A",41.298861,-71.288368,"KW",6725,2
2011-03-15,18991230,"A",41.299237,-71.705076,"KW",6733,1
2011-02-23,18991230,"A",41.299556,-71.787905,"JV",6737,1
2011-02-23,18991230,"A",41.299556,-71.787905,"KW",6738,1
2011-12-04,18991230,"A",41.299573,-71.413735,"KW",6739,1
2011-01-28,18991230,"A",41.300068,-71.661996,"KW",6753,1
2011-02-17,18991230,"B",41.300348,-70.956712,"KW",6758,1
2011-12-13,18991230,"A",41.300915,-71.331133,"KW",6771,1
2011-03-15,18991230,"B",41.301073,-70.954098,"JV",6779,1
2011-02-23,18991230,"A",41.301561,-71.539954,"KW",6786,1
2011-02-23,18991230,"B",41.301561,-71.539954,"KW",6787,1
2011-05-13,18991230,"A",41.30159,-70.918635,"JV",6788,1
2011-02-07,18991230,"A",41.301806,-70.998841,"KW",6792,1
2011-11-26,18991230,"A",41.302202,-71.827408,"JV",6798,1
2011-01-28,18991230,"B",41.302412,-71.662187,"KW",6805,1
2011-01-28,18991230,"A",41.302512,-71.41171,"JV",6808,1
2011-04-07,18991230,"A",41.302976,-71.663972,"JV",6815,2
2011-03-15,18991230,"A",41.303211,-71.08329,"KW",6820,1
2011-03-15,18991230,"B",41.303211,-71.08329,"KW",6821,1
2011-05-31,18991230,"B",41.303279,-71.749823,"KW",6825,1
2011-01-28,18991230,"A",41.303361,-71.789163,"KW",6827,1
2011-02-17,18991230,"A",41.303378,-71.581065,"JV",6828,1
2011-03-04,18991230,"B",41.303405,-71.128674,"JV",6829,2
2011-02-07,18991230,"A",41.303787,-71.496925,"KW",6841,1
2011-05-13,18991230,"A",41.303794,-70.918684,"KW",6842,1
2011-04-19,18991230,"A",41.304125,-71.129683,"KW",6855,1
2011-11-26,18991230,"C",41.304286,-71.704036,"JV",6860,2
2011-12-13,18991230,"A",41.30436,-71.828389,"KW",6863,1
2011-02-17,18991230,"B",41.305032,-71.704592,"KW",6877,1
2011-04-19,18991230,"B",41.30519,-71.625486,"JV",6880,2
2011-12-13,18991230,"A",41.305238,-71.828384,"KW",6883,1
2011-03-04,18991230,"A",41.305516,-71.623469,"KW",6890,1
2011-04-19,18991230,"A",41.305879,-71.3721,"JV",6899,1
2011-02-23,18991230,"A",41.3059,-70.915901,"KW",6900,1
2011-04-07,18991230,"A",41.306138,-70.915307,"KW",6903,1
2011-02-17,18991230,"A",41.306139,-71.704466,"JV",6904,3
2011-02-07,18991230,"A",41.306458,-71.749813,"KW",6911,1
2011-01-28,18991230,"B",41.306553,-71.042105,"JV",6913,1
2011-01-28,18991230,"A",41.306574,-70.922761,"JV",6914,1
2011-12-13,18991230,"B",41.306986,-71.701923,"Ellen",6915,1
2011-11-06,18991230,"A",41.308074,-71.746103,"JV",6945,2
2011-01-28,18991230,"A",41.308354,-71.662212,"KW",6955,1
2011-04-07,18991230,"B",41.309554,-71.169233,"KW",6986,1
2011-05-13,18991230,"B",41.309794,-71.170508,"KW",6992,1
2011-12-13,18991230,"B",41.309947,-71.455993,"Ellen",6993,1
2011-03-15,18991230,"A",41.309976,-71.331686,"JV",6998,1
2011-03-04,18991230,"A",41.310043,-71.752079,"JV",7001,2
2011-03-04,18991230,"B",41.310043,-71.752079,"KW",7002,1
2011-02-17,18991230,"B",41.3101,-71.581851,"KW",7003,1
2011-02-23,18991230,"A",41.310359,-71.540597,"JV",7006,1
2011-02-07,18991230,"A",41.310702,-70.999758,"KW",7011,1
2011-04-07,18991230,"A",41.310927,-71.664957,"KW",7022,1
2011-01-28,18991230,"A",41.31107,-71.29098,"JV",7024,1
2011-12-04,18991230,"A",41.311124,-71.788128,"KW",7027,1
2011-02-17,18991230,"A",41.311748,-71.703723,"JV",7035,1
2011-01-28,18991230,"A",41.31218,-71.291237,"KW",7045,2
2011-02-07,18991230,"A",41.31231,-71.374735,"KW",7051,1
2011-12-13,18991230,"C",41.312371,-71.083449,"KW",7053,1
2011-12-09,18991230,"B",41.312429,-71.623361,"KW",7055,1
2011-01-28,18991230,"A",41.312723,-71.167403,"KW",7060,2
2011-05-13,18991230,"B",41.312729,-71.770599,"JV",7061,1
2011-04-19,18991230,"A",41.31276,-71.498234,"KW",7062,2
2011-02-17,18991230,"A",41.312878,-71.70357,"KW",7067,2
2011-03-15,18991230,"A",41.313019,-71.083987,"KW",7069,2
2011-03-15,18991230,"B",41.313019,-71.083987,"KW",7071,1
2011-04-07,18991230,"B",41.313205,-71.043027,"JV",7076,1
2011-04-07,18991230,"B",41.314331,-71.043117,"JV",7099,3
2011-02-23,18991230,"A",41.314455,-70.916662,"JV",7105,1
2011-11-26,18991230,"B",41.31447,-71.579384,"KW",7106,1
2011-04-19,18991230,"A",41.31454,-71.130767,"KW",7107,1
2011-04-07,18991230,"A",41.314599,-71.17009,"KW",7110,1
2011-05-13,18991230,"B",41.314945,-71.03719,"JV",7120,1
2011-12-13,18991230,"A",41.315255,-71.581305,"KW",7125,1
2011-05-02,18991230,"A",41.315484,-70.953712,"JV",7133,1
2011-03-15,18991230,"B",41.316464,-71.581926,"KW",7147,1
2011-02-23,18991230,"A",41.317004,-71.540901,"JV",7154,3
2011-03-04,18991230,"B",41.317049,-71.625295,"KW",7157,1
2011-03-04,18991230,"A",41.317207,-71.499862,"KW",7160,2
2011-04-07,18991230,"B",41.317377,-71.41299,"JV",7168,1
2011-05-02,18991230,"A",41.317774,-71.583228,"JV",7175,1
2011-05-02,18991230,"A",41.317774,-71.583228,"JV",7176,1
2011-01-28,18991230,"A",41.317815,-71.292642,"KW",7179,1
2011-11-06,18991230,"B",41.318073,-71.622537,"JV",7181,1
2011-02-23,18991230,"A",41.318151,-71.044888,"JV",7183,7
2011-02-23,18991230,"B",41.318151,-71.044888,"KW",7184,1
2011-04-19,18991230,"A",41.318507,-71.62602,"KW",7188,1
2011-04-19,18991230,"B",41.318507,-71.62602,"KW",7189,1
2011-10-07,18991230,"B",41.318881,-71.664342,"KW",7198,4
2011-02-07,18991230,"A",41.319235,-71.498373,"KW",7205,1
2011-02-17,18991230,"B",41.319433,-71.457609,"KW",7209,1
2011-05-13,18991230,"A",41.319559,-71.171726,"KW",7212,2
2011-04-19,18991230,"B",41.321455,-71.49821,"KW",7250,2
2011-01-28,18991230,"A",41.321746,-71.413462,"KW",7260,1
2011-12-13,18991230,"B",41.321792,-71.456756,"Ellen",7261,1
2011-02-23,18991230,"A",41.322537,-71.540942,"JV",7276,2
2011-02-23,18991230,"B",41.322537,-71.540942,"JV",7277,1
2011-02-23,18991230,"B",41.322537,-71.540942,"KW",7278,2
2011-03-15,18991230,"B",41.3243,-71.582152,"JV",7300,1
2011-03-15,18991230,"A",41.325267,-70.955334,"JV",7320,1
2011-01-28,18991230,"B",41.325294,-71.542099,"KW",7321,1
2011-05-13,18991230,"A",41.326046,-71.172412,"KW",7335,1
2011-12-04,18991230,"B",41.326104,-71.542344,"Ellen",7340,1
2011-04-07,18991230,"A",41.326373,-71.541643,"KW",7345,1
2011-11-26,18991230,"A",41.326437,-71.581024,"KW",7347,1
2011-12-13,18991230,"B",41.327205,-71.582205,"KW",7357,1
2011-05-02,18991230,"A",41.327508,-71.088695,"KW",7362,1
2011-03-15,18991230,"A",41.327659,-71.333717,"KW",7363,1
2011-02-17,18991230,"B",41.32766,-71.58381,"JV",7366,1
2011-04-19,18991230,"B",41.327701,-71.498438,"KW",7367,1
2011-05-02,18991230,"B",41.327841,-70.95554,"JV",7370,1
2011-02-23,18991230,"B",41.3281,-71.540837,"KW",7374,1
2011-10-07,18991230,"A",41.328112,-71.539058,"KW",7375,1
2011-01-28,18991230,"A",41.328598,-71.542293,"JV",7389,1
2011-02-23,18991230,"A",41.328646,-70.917471,"KW",7391,1
2011-02-23,18991230,"C",41.328646,-70.917471,"KW",7392,1
2011-01-28,18991230,"A",41.32926,-71.415185,"KW",7405,1
2011-04-19,18991230,"C",41.329682,-71.626595,"JV",7411,1
2011-05-13,18991230,"A",41.329932,-71.536904,"JV",7416,1
2011-12-04,18991230,"A",41.329963,-71.292696,"KW",7418,1
2011-02-23,18991230,"A",41.330608,-71.416529,"JV",7427,1
2011-12-04,18991230,"A",41.330977,-71.542692,"KW",7431,1
2011-03-04,18991230,"A",41.330978,-71.250125,"KW",7432,1
2011-04-07,18991230,"A",41.33123,-71.542092,"KW",7438,1
2011-01-28,18991230,"B",41.331411,-71.415549,"JV",7439,2
2011-03-15,18991230,"B",41.332135,-71.582802,"JV",7444,1
2011-07-25,18991230,"B",41.332862,-71.663457,"JV",7454,1
2011-02-17,18991230,"A",41.333083,-71.584698,"JV",7461,1
2011-02-17,18991230,"B",41.333392,-70.959216,"KW",7470,1
2011-12-13,18991230,"B",41.334003,-71.085097,"KW",7485,1
2011-04-19,18991230,"A",41.334467,-71.132404,"JV",7494,1
2011-05-31,18991230,"A",41.334708,-71.132322,"KW",7497,2
2011-02-07,18991230,"A",41.33496,-71.631462,"KW",7500,2
2011-05-13,18991230,"A",41.334984,-71.666285,"KW",7502,1
2011-12-09,18991230,"C",41.335609,-71.500117,"KW",7515,1
2011-01-28,18991230,"B",41.336138,-71.661172,"JV",7521,1
2011-05-13,18991230,"A",41.336589,-70.916353,"KW",7535,3
2011-02-07,18991230,"A",41.33696,-71.376178,"KW",7538,2
2011-04-07,18991230,"A",41.337575,-71.665773,"KW",7545,3
2011-03-15,18991230,"A",41.337827,-71.20826,"JV",7548,1
2011-05-02,18991230,"A",41.337981,-71.452935,"JV",7550,1
2011-03-04,18991230,"A",41.338032,-71.131552,"KW",7551,1
2011-01-28,18991230,"B",41.338387,-71.543211,"KW",7558,1
2011-04-07,18991230,"A",41.338838,-71.415498,"JV",7565,1
2011-03-15,18991230,"B",41.339208,-71.086639,"KW",7569,1
2011-05-13,18991230,"A",41.339893,-71.419925,"JV",7583,1
2011-05-02,18991230,"A",41.340599,-71.207476,"JV",7593,1
2011-12-13,18991230,"A",41.341082,-71.583288,"Ellen",7599,1
2011-05-13,18991230,"B",41.343203,-71.174685,"JV",7626,1
2011-03-15,18991230,"A",41.343251,-71.583739,"JV",7627,1
2011-02-07,18991230,"A",41.343608,-71.128263,"KW",7633,1
2011-03-04,18991230,"B",41.343784,-71.13235,"KW",7634,1
2011-04-07,18991230,"A",41.343883,-71.416045,"KW",7638,1
2011-12-13,18991230,"A",41.343956,-71.085698,"KW",7639,1
2011-12-09,18991230,"A",41.343996,-71.625811,"Ellen",7640,1
2011-11-06,18991230,"B",41.344263,-71.625178,"JV",7643,1
2011-03-04,18991230,"A",41.344939,-71.132434,"JV",7661,1
2011-03-04,18991230,"B",41.344939,-71.132434,"JV",7662,1
2011-02-17,18991230,"B",41.346098,-71.586294,"JV",7687,1
2011-02-07,18991230,"A",41.346295,-71.502081,"KW",7690,1
2011-05-02,18991230,"C",41.346387,-70.961766,"JV",7694,1
2011-02-23,18991230,"A",41.346593,-71.542017,"KW",7702,1
2011-03-15,18991230,"A",41.346623,-71.583852,"KW",7703,1
2011-01-28,18991230,"A",41.347103,-71.543803,"JV",7721,1
2011-02-07,18991230,"B",41.34724,-71.004359,"KW",7723,1
2011-12-04,18991230,"B",41.347257,-71.045582,"KW",7724,1
2011-05-13,18991230,"A",41.347552,-71.175307,"KW",7727,1
2011-05-13,18991230,"B",41.347552,-71.175307,"KW",7729,1
2011-04-19,18991230,"B",41.3476,-71.627683,"JV",7731,2
2011-11-26,18991230,"B",41.347677,-71.334721,"JV",7732,1
2011-01-28,18991230,"B",41.348189,-71.54391,"KW",7742,3
2011-02-07,18991230,"A",41.348224,-71.128703,"KW",7745,2
2011-03-04,18991230,"A",41.348382,-71.132625,"KW",7748,1
2011-02-17,18991230,"A",41.348406,-71.33424,"JV",7749,1
2011-12-09,18991230,"A",41.349541,-71.501414,"KW",7776,1
2011-09-26,18991230,"A",41.349832,-71.503725,"JV",7781,1
2011-05-02,18991230,"A",41.350122,-71.090239,"JV",7785,1
2011-02-17,18991230,"B",41.350177,-71.45637,"KW",7786,1
2011-02-07,18991230,"A",41.350337,-71.631534,"KW",7793,1
2011-03-04,18991230,"A",41.350666,-71.377586,"JV",7801,1
2011-12-09,18991230,"B",41.350745,-71.626229,"KW",7805,1
2011-04-19,18991230,"A",41.350894,-71.250761,"KW",7809,4
2011-03-15,18991230,"B",41.351035,-71.584056,"JV",7815,1
2011-01-28,18991230,"A",41.351441,-71.544236,"KW",7820,1
2011-03-15,18991230,"A",41.351556,-71.210815,"KW",7823,1
2011-02-17,18991230,"A",41.351766,-71.334654,"JV",7826,1
2011-04-07,18991230,"A",41.351795,-71.045398,"JV",7827,1
2011-03-04,18991230,"A",41.352509,-71.499197,"KW",7835,1
2011-03-15,18991230,"A",41.35251,-71.336632,"KW",7836,1
2011-01-28,18991230,"B",41.352518,-71.54435,"KW",7837,1
2011-02-23,18991230,"A",41.352621,-71.294918,"JV",7839,1
2011-05-13,18991230,"A",41.35315,-71.040817,"JV",7847,1
2011-01-28,18991230,"A",41.353653,-71.049995,"JV",7854,1
2011-05-31,18991230,"A",41.35378,-71.385569,"KW",7856,1
2011-02-23,18991230,"B",41.354175,-71.420386,"JV",7861,1
2011-11-26,18991230,"A",41.354191,-71.584319,"KW",7862,2
