region;point_ID;Xcoord;Ycoord;distance;effort
Rouillacais_2016;Rouillacais_2016_19;420832.795;2085422.782;270;3
Rouillacais_2016;Rouillacais_2016_19;420832.795;2085422.782;85;3
Rouillacais_2016;Rouillacais_2016_19;420832.795;2085422.782;197;3
Rouillacais_2016;Rouillacais_2016_19;420832.795;2085422.782;257;3
Rouillacais_2016;Rouillacais_2016_19;420832.795;2085422.782;248;3
Rouillacais_2016;Rouillacais_2016_19;420832.795;2085422.782;262;3
Rouillacais_2016;Rouillacais_2016_19;420832.795;2085422.782;283;3
Rouillacais_2016;Rouillacais_2016_19;420832.795;2085422.782;210;3
Rouillacais_2016;Rouillacais_2016_19;420832.795;2085422.782;242;3
Rouillacais_2016;Rouillacais_2016_19;420832.795;2085422.782;275;3
Rouillacais_2016;Rouillacais_2016_19;420832.795;2085422.782;278;3
Rouillacais_2016;Rouillacais_2016_20;420980.0112;2086649.681;NA;3
Rouillacais_2016;Rouillacais_2016_20;420980.0112;2086649.681;NA;3
Rouillacais_2016;Rouillacais_2016_20;420980.0112;2086649.681;NA;3
Rouillacais_2016;Rouillacais_2016_21;419571.8716;2087744.138;280;3
Rouillacais_2016;Rouillacais_2016_21;419571.8716;2087744.138;NA;3
Rouillacais_2016;Rouillacais_2016_21;419571.8716;2087744.138;130;3
Rouillacais_2016;Rouillacais_2016_22;419392.6866;2089623.383;256;3
Rouillacais_2016;Rouillacais_2016_22;419392.6866;2089623.383;400;3
Rouillacais_2016;Rouillacais_2016_22;419392.6866;2089623.383;237;3
Rouillacais_2016;Rouillacais_2016_22;419392.6866;2089623.383;197;3
Rouillacais_2016;Rouillacais_2016_22;419392.6866;2089623.383;211;3
Rouillacais_2016;Rouillacais_2016_22;419392.6866;2089623.383;282;3
Rouillacais_2016;Rouillacais_2016_23;417837.5583;2090333.928;349;3
Rouillacais_2016;Rouillacais_2016_23;417837.5583;2090333.928;349;3
Rouillacais_2016;Rouillacais_2016_23;417837.5583;2090333.928;349;3
Rouillacais_2016;Rouillacais_2016_23;417837.5583;2090333.928;300;3
Rouillacais_2016;Rouillacais_2016_23;417837.5583;2090333.928;300;3
Rouillacais_2016;Rouillacais_2016_23;417837.5583;2090333.928;NA;3
Rouillacais_2016;Rouillacais_2016_24;419680.9333;2091459.093;159;3
Rouillacais_2016;Rouillacais_2016_24;419680.9333;2091459.093;159;3
Rouillacais_2016;Rouillacais_2016_24;419680.9333;2091459.093;159;3
Rouillacais_2016;Rouillacais_2016_24;419680.9333;2091459.093;135;3
Rouillacais_2016;Rouillacais_2016_24;419680.9333;2091459.093;135;3
Rouillacais_2016;Rouillacais_2016_24;419680.9333;2091459.093;109;3
Rouillacais_2016;Rouillacais_2016_25;417989.356;2092148.443;NA;3
Rouillacais_2016;Rouillacais_2016_25;417989.356;2092148.443;NA;3
Rouillacais_2016;Rouillacais_2016_25;417989.356;2092148.443;NA;3
Rouillacais_2016;Rouillacais_2016_26;416544.2106;2093028.441;124;3
Rouillacais_2016;Rouillacais_2016_26;416544.2106;2093028.441;NA;3
Rouillacais_2016;Rouillacais_2016_26;416544.2106;2093028.441;NA;3
Rouillacais_2016;Rouillacais_2016_27;418107.4706;2093813.447;150;3
Rouillacais_2016;Rouillacais_2016_27;418107.4706;2093813.447;164;3
Rouillacais_2016;Rouillacais_2016_27;418107.4706;2093813.447;143;3
Rouillacais_2016;Rouillacais_2016_28;419711.8623;2093189.859;147;3
Rouillacais_2016;Rouillacais_2016_28;419711.8623;2093189.859;147;3
Rouillacais_2016;Rouillacais_2016_28;419711.8623;2093189.859;212;3
Rouillacais_2016;Rouillacais_2016_28;419711.8623;2093189.859;453;3
Rouillacais_2016;Rouillacais_2016_28;419711.8623;2093189.859;215;3
Rouillacais_2016;Rouillacais_2016_28;419711.8623;2093189.859;283;3
Rouillacais_2016;Rouillacais_2016_28;419711.8623;2093189.859;163;3
Rouillacais_2016;Rouillacais_2016_28;419711.8623;2093189.859;163;3
Rouillacais_2016;Rouillacais_2016_28;419711.8623;2093189.859;163;3
Rouillacais_2016;Rouillacais_2016_28;419711.8623;2093189.859;154;3
Rouillacais_2016;Rouillacais_2016_29;421125.2726;2092100.671;136;3
Rouillacais_2016;Rouillacais_2016_29;421125.2726;2092100.671;136;3
Rouillacais_2016;Rouillacais_2016_29;421125.2726;2092100.671;209;3
Rouillacais_2016;Rouillacais_2016_29;421125.2726;2092100.671;267;3
Rouillacais_2016;Rouillacais_2016_29;421125.2726;2092100.671;102;3
Rouillacais_2016;Rouillacais_2016_29;421125.2726;2092100.671;102;3
Rouillacais_2016;Rouillacais_2016_29;421125.2726;2092100.671;116;3
Rouillacais_2016;Rouillacais_2016_29;421125.2726;2092100.671;198;3
Rouillacais_2016;Rouillacais_2016_29;421125.2726;2092100.671;85;3
Rouillacais_2016;Rouillacais_2016_29;421125.2726;2092100.671;484;3
Rouillacais_2016;Rouillacais_2016_30;422539.4808;2092730.22;133;3
Rouillacais_2016;Rouillacais_2016_30;422539.4808;2092730.22;NA;3
Rouillacais_2016;Rouillacais_2016_30;422539.4808;2092730.22;143;3
Rouillacais_2016;Rouillacais_2016_31;424233.1264;2088564.333;NA;3
Rouillacais_2016;Rouillacais_2016_31;424233.1264;2088564.333;NA;3
Rouillacais_2016;Rouillacais_2016_31;424233.1264;2088564.333;NA;3
Rouillacais_2016;Rouillacais_2016_32;422198.1964;2087515.811;464;3
Rouillacais_2016;Rouillacais_2016_32;422198.1964;2087515.811;392;3
Rouillacais_2016;Rouillacais_2016_32;422198.1964;2087515.811;380;3
Rouillacais_2016;Rouillacais_2016_32;422198.1964;2087515.811;473;3
Rouillacais_2016;Rouillacais_2016_33;421013.3446;2090217.645;235;3
Rouillacais_2016;Rouillacais_2016_33;421013.3446;2090217.645;305;3
Rouillacais_2016;Rouillacais_2016_33;421013.3446;2090217.645;157;3
Rouillacais_2016;Rouillacais_2016_33;421013.3446;2090217.645;164;3
Rouillacais_2016;Rouillacais_2016_33;421013.3446;2090217.645;218;3
Rouillacais_2016;Rouillacais_2016_33;421013.3446;2090217.645;213;3
Rouillacais_2016;Rouillacais_2016_33;421013.3446;2090217.645;304;3
Rouillacais_2016;Rouillacais_2016_33;421013.3446;2090217.645;304;3
Rouillacais_2016;Rouillacais_2016_33;421013.3446;2090217.645;NA;3
Rouillacais_2016;Rouillacais_2016_34;416403.4113;2091343.159;NA;3
Rouillacais_2016;Rouillacais_2016_34;416403.4113;2091343.159;NA;3
Rouillacais_2016;Rouillacais_2016_34;416403.4113;2091343.159;NA;3
Rouillacais_2016;Rouillacais_2016_35;414878.8721;2091923.909;152;3
Rouillacais_2016;Rouillacais_2016_35;414878.8721;2091923.909;143;3
Rouillacais_2016;Rouillacais_2016_35;414878.8721;2091923.909;154;3
Rouillacais_2016;Rouillacais_2016_35;414878.8721;2091923.909;164;3
Rouillacais_2016;Rouillacais_2016_35;414878.8721;2091923.909;127;3
Rouillacais_2016;Rouillacais_2016_35;414878.8721;2091923.909;78;3
Rouillacais_2016;Rouillacais_2016_36;414952.8836;2090213.876;189;3
Rouillacais_2016;Rouillacais_2016_36;414952.8836;2090213.876;189;3
Rouillacais_2016;Rouillacais_2016_36;414952.8836;2090213.876;NA;3
Rouillacais_2016;Rouillacais_2016_36;414952.8836;2090213.876;NA;3
Rouillacais_2016;Rouillacais_2016_37;413692.7649;2089412.483;NA;3
Rouillacais_2016;Rouillacais_2016_37;413692.7649;2089412.483;NA;3
Rouillacais_2016;Rouillacais_2016_37;413692.7649;2089412.483;NA;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;68;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;112;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;112;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;119;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;172;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;175;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;175;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;182;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;182;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;102;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;212;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;149;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;149;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;195;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;129;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;129;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;164;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;120;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;88;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;172;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;179;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;179;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;121;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;122;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;98;3
Rouillacais_2016;Rouillacais_2016_38;413563.8767;2091031.551;98;3
Rouillacais_2016;Rouillacais_2016_39;411892.9215;2091929.081;378;3
Rouillacais_2016;Rouillacais_2016_39;411892.9215;2091929.081;226;3
Rouillacais_2016;Rouillacais_2016_39;411892.9215;2091929.081;NA;3
Rouillacais_2016;Rouillacais_2016_39;411892.9215;2091929.081;312;3
Rouillacais_2016;Rouillacais_2016_40;410219.4459;2091093.091;NA;3
Rouillacais_2016;Rouillacais_2016_40;410219.4459;2091093.091;25;3
Rouillacais_2016;Rouillacais_2016_40;410219.4459;2091093.091;NA;3
Rouillacais_2016;Rouillacais_2016_41;411766.6692;2090434.777;NA;3
Rouillacais_2016;Rouillacais_2016_41;411766.6692;2090434.777;91;3
Rouillacais_2016;Rouillacais_2016_41;411766.6692;2090434.777;91;3
Rouillacais_2016;Rouillacais_2016_41;411766.6692;2090434.777;153;3
Rouillacais_2016;Rouillacais_2016_42;410636.9265;2089068.679;NA;3
Rouillacais_2016;Rouillacais_2016_42;410636.9265;2089068.679;NA;3
Rouillacais_2016;Rouillacais_2016_42;410636.9265;2089068.679;NA;3
Rouillacais_2016;Rouillacais_2016_43;411941.9562;2088639.045;NA;3
Rouillacais_2016;Rouillacais_2016_43;411941.9562;2088639.045;NA;3
Rouillacais_2016;Rouillacais_2016_43;411941.9562;2088639.045;NA;3
Rouillacais_2016;Rouillacais_2016_44;411655.7683;2086820.172;NA;3
Rouillacais_2016;Rouillacais_2016_44;411655.7683;2086820.172;NA;3
Rouillacais_2016;Rouillacais_2016_44;411655.7683;2086820.172;NA;3
Rouillacais_2016;Rouillacais_2016_45;413412.5353;2087792.959;NA;3
Rouillacais_2016;Rouillacais_2016_45;413412.5353;2087792.959;NA;3
Rouillacais_2016;Rouillacais_2016_45;413412.5353;2087792.959;44;3
Rouillacais_2016;Rouillacais_2016_45;413412.5353;2087792.959;128;3
Rouillacais_2016;Rouillacais_2016_46;414888.2706;2086803.893;147;3
Rouillacais_2016;Rouillacais_2016_46;414888.2706;2086803.893;179;3
Rouillacais_2016;Rouillacais_2016_46;414888.2706;2086803.893;179;3
Rouillacais_2016;Rouillacais_2016_46;414888.2706;2086803.893;146;3
Rouillacais_2016;Rouillacais_2016_46;414888.2706;2086803.893;146;3
Rouillacais_2016;Rouillacais_2016_46;414888.2706;2086803.893;146;3
Rouillacais_2016;Rouillacais_2016_46;414888.2706;2086803.893;171;3
Rouillacais_2016;Rouillacais_2016_46;414888.2706;2086803.893;NA;3
Rouillacais_2016;Rouillacais_2016_47;414899.1531;2088502.698;361;3
Rouillacais_2016;Rouillacais_2016_47;414899.1531;2088502.698;229;3
Rouillacais_2016;Rouillacais_2016_47;414899.1531;2088502.698;132;3
Rouillacais_2016;Rouillacais_2016_47;414899.1531;2088502.698;132;3
Rouillacais_2016;Rouillacais_2016_47;414899.1531;2088502.698;NA;3
Rouillacais_2016;Rouillacais_2016_48;416429.1929;2087712.178;124;3
Rouillacais_2016;Rouillacais_2016_48;416429.1929;2087712.178;124;3
Rouillacais_2016;Rouillacais_2016_48;416429.1929;2087712.178;227;3
Rouillacais_2016;Rouillacais_2016_48;416429.1929;2087712.178;304;3
Rouillacais_2016;Rouillacais_2016_48;416429.1929;2087712.178;NA;3
Rouillacais_2016;Rouillacais_2016_48;416429.1929;2087712.178;NA;3
Rouillacais_2016;Rouillacais_2016_49;417954.9915;2088757.712;71;3
Rouillacais_2016;Rouillacais_2016_49;417954.9915;2088757.712;NA;3
Rouillacais_2016;Rouillacais_2016_49;417954.9915;2088757.712;NA;3
Rouillacais_2016;Rouillacais_2016_50;416174.5092;2089383.945;NA;3
Rouillacais_2016;Rouillacais_2016_50;416174.5092;2089383.945;NA;3
Rouillacais_2016;Rouillacais_2016_50;416174.5092;2089383.945;NA;3
